Company	Product	metric_type	units	freq	metric_value	metric_key
Actavis	Oxycodone & Acetaminophen	product_sales	usd_mm	YEAR	31.000	2013-12-31
Actavis	Desmopressin acetate	product_sales	usd_mm	YEAR	15.000	2013-12-31
Pfizer	Covera-HS	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	Altace	product_sales	usd_mm	YEAR	15.000	2013-12-31
Teva Pharmaceutical Industries	Gemcitabine Hydrochloride	product_sales	usd_mm	YEAR	18.274	2013-12-31
Hospira	Biotax	product_sales	usd_mm	YEAR	19.315	2013-12-31
Teva Pharmaceutical Industries	Famciclovir	product_sales	usd_mm	YEAR	7.206	2013-12-31
Sigma-Tau Group	Adagen	product_sales	usd_mm	YEAR	21.376	2013-12-31
Mylan	Clonidine Hydrochloride	product_sales	usd_mm	YEAR	17.500	2013-12-31
Astellas Pharma	Myrbetriq	product_sales	usd_mm	YEAR	144.802	2013-12-31
GlaxoSmithKline	Fortum/Fortaz	product_sales	usd_mm	YEAR	19.080	2013-12-31
Actavis	Famciclovir	product_sales	usd_mm	YEAR	1.521	2013-12-31
UCB	Neupro	product_sales	usd_mm	YEAR	53.137	2013-12-31
Novartis	Solaraze	product_sales	usd_mm	YEAR	52.400	2013-12-31
Lupin	Fenofibrate Tablets	product_sales	usd_mm	YEAR	25.158	2013-12-31
AstraZeneca	Brilinta	product_sales	usd_mm	YEAR	73.000	2013-12-31
Par Pharmaceutical Companies	Fentanyl Citrate Lozenges	product_sales	usd_mm	YEAR	20.800	2013-12-31
Sagent Pharmaceuticals	Cefepime	product_sales	usd_mm	YEAR	15.400	2013-12-31
Teva Pharmaceutical Industries	Trisenox	product_sales	usd_mm	YEAR	18.900	2013-12-31
Johnson & Johnson	Risperdal	product_sales	usd_mm	YEAR	16.448	2013-12-31
Kyowa Hakko Kirin	Sancuso	product_sales	usd_mm	YEAR	21.017	2013-12-31
Ipsen	Dysport	product_sales	usd_mm	YEAR	28.277	2013-12-31
Obagi Medical Products	Obagi-C Rx System	product_sales	usd_mm	YEAR	8.446	2013-12-31
Sanofi	Xyzal	product_sales	usd_mm	YEAR	18.562	2013-12-31
Gilead Sciences	Emtriva	product_sales	usd_mm	YEAR	19.948	2013-12-31
Teva Pharmaceutical Industries	Risperidone	product_sales	usd_mm	YEAR	15.310	2013-12-31
Medicis Pharmaceutical	Buphenyl	product_sales	usd_mm	YEAR	0.000	2013-12-31
Actavis (pre Watson Pharmaceuticals)	Quinaretic	product_sales	usd_mm	YEAR	0.000	2013-12-31
Roche	Xenical	product_sales	usd_mm	YEAR	0.000	2013-12-31
Baxter International	Brevibloc	product_sales	usd_mm	YEAR	19.193	2013-12-31
Dr. Reddy's Laboratories	Simvastatin	product_sales	usd_mm	YEAR	16.313	2013-12-31
Mylan	Hydrochlorothiazide	product_sales	usd_mm	YEAR	17.900	2013-12-31
Teva Pharmaceutical Industries	Nabumetone	product_sales	usd_mm	YEAR	17.200	2013-12-31
Eli Lilly	Gemzar	product_sales	usd_mm	YEAR	0.300	2013-12-31
Mylan	Nitrek/Nitroglycerin transderm	product_sales	usd_mm	YEAR	16.200	2013-12-31
Teva Pharmaceutical Industries	Zebeta	product_sales	usd_mm	YEAR	18.000	2013-12-31
Pfizer	Ellence	product_sales	usd_mm	YEAR	16.000	2013-12-31
Valeant Pharmaceuticals International	Mestinon	product_sales	usd_mm	YEAR	17.800	2013-12-31
Endo International	Vantas	product_sales	usd_mm	YEAR	13.241	2013-12-31
Roche	Fuzeon	product_sales	usd_mm	YEAR	13.159	2013-12-31
Dr. Reddy's Laboratories	Divalproex	product_sales	usd_mm	YEAR	40.103	2013-12-31
Depomed	Gralise	product_sales	usd_mm	YEAR	36.188	2013-12-31
Fougera Pharmaceuticals	Veregen	product_sales	usd_mm	YEAR	0.000	2013-12-31
Teva Pharmaceutical Industries	Sumatriptan	product_sales	usd_mm	YEAR	14.654	2013-12-31
Teva Pharmaceutical Industries	Nortrel 7/7/7	product_sales	usd_mm	YEAR	17.000	2013-12-31
Hospira	Carboplatin	product_sales	usd_mm	YEAR	21.294	2013-12-31
Perrigo Company	Minoxidil	product_sales	usd_mm	YEAR	16.613	2013-12-31
Sun Pharmaceutical Industries	Levulan Kerastick Topical	product_sales	usd_mm	YEAR	61.051	2013-12-31
BTG	Voraxaze	product_sales	usd_mm	YEAR	19.084	2013-12-31
ISTA Pharmaceuticals	Bepreve	product_sales	usd_mm	YEAR	0.000	2013-12-31
Actavis	Taztia XT	product_sales	usd_mm	YEAR	15.643	2013-12-31
Mylan	Carvedilol	product_sales	usd_mm	YEAR	17.977	2013-12-31
Aptalis Holdings	Pylera	product_sales	usd_mm	YEAR	21.300	2013-12-31
Roche	Rivotril/Klonopin	product_sales	usd_mm	YEAR	16.251	2013-12-31
Mylan	Furosemide	product_sales	usd_mm	YEAR	16.300	2013-12-31
Sigma-Tau Group	Abelcet	product_sales	usd_mm	YEAR	17.685	2013-12-31
Bayer	Ultravist	product_sales	usd_mm	YEAR	16.774	2013-12-31
Par Pharmaceutical Companies	Questran/Questran Light	product_sales	usd_mm	YEAR	16.422	2013-12-31
Savient Pharmaceuticals	Krystexxa	product_sales	usd_mm	YEAR	25.700	2013-12-31
Bausch + Lomb	Istalol	product_sales	usd_mm	YEAR	17.739	2013-12-31
Teva Pharmaceutical Industries	Topiramate	product_sales	usd_mm	YEAR	16.200	2013-12-31
Actavis	Oxytrol	product_sales	usd_mm	YEAR	9.800	2013-12-31
Teva Pharmaceutical Industries	Montelukast Sodium	product_sales	usd_mm	YEAR	28.933	2013-12-31
Actavis	Mixed Amphetamine Salts IR	product_sales	usd_mm	YEAR	207.900	2013-12-31
Bristol-Myers Squibb	Glucophage XR	product_sales	usd_mm	YEAR	0.000	2013-12-31
Mylan	Midodrine Hydrochloride	product_sales	usd_mm	YEAR	17.000	2013-12-31
Actavis	Lutera	product_sales	usd_mm	YEAR	18.700	2013-12-31
Akorn	Afluria	product_sales	usd_mm	YEAR	18.633	2013-12-31
Hospira	Ketorolac tromethamine	product_sales	usd_mm	YEAR	15.662	2013-12-31
Purdue Pharma	MS Contin	product_sales	usd_mm	YEAR	15.850	2013-12-31
Actavis	Cartia XT	product_sales	usd_mm	YEAR	10.786	2013-12-31
Allergan	Acular	product_sales	usd_mm	YEAR	12.162	2013-12-31
Akorn	Erythromycin Ointment	product_sales	usd_mm	YEAR	14.000	2013-12-31
Mylan	Montelukast Sodium	product_sales	usd_mm	YEAR	17.751	2013-12-31
Perrigo Company	Loratadine & Pseudoephedrine	product_sales	usd_mm	YEAR	19.065	2013-12-31
Mylan	Olanzapine	product_sales	usd_mm	YEAR	6.123	2013-12-31
Ranbaxy Laboratories	Cefuroxime Axetil	product_sales	usd_mm	YEAR	17.793	2013-12-31
Salix Pharmaceuticals	Colazal	product_sales	usd_mm	YEAR	0.288	2013-12-31
Lupin	Hydrochlorothiazide/Lisinopril	product_sales	usd_mm	YEAR	15.623	2013-12-31
Mylan	Famotidine	product_sales	usd_mm	YEAR	15.000	2013-12-31
Mylan	Metformin	product_sales	usd_mm	YEAR	15.000	2013-12-31
Mylan	Paclitaxel	product_sales	usd_mm	YEAR	15.000	2013-12-31
Mylan	Risperidone	product_sales	usd_mm	YEAR	15.000	2013-12-31
Mylan	Balsalazide	product_sales	usd_mm	YEAR	15.000	2013-12-31
Teva Pharmaceutical Industries	Carvedilol	product_sales	usd_mm	YEAR	15.000	2013-12-31
Teva Pharmaceutical Industries	Finasteride	product_sales	usd_mm	YEAR	15.000	2013-12-31
Teva Pharmaceutical Industries	Sprintec	product_sales	usd_mm	YEAR	10.000	2013-12-31
Teva Pharmaceutical Industries	Balziva	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Pravastatin	product_sales	usd_mm	YEAR	15.000	2013-12-31
Pfizer	Bicillin	product_sales	usd_mm	YEAR	15.000	2013-12-31
Warner Chilcott	FemHRT	product_sales	usd_mm	YEAR	11.070	2013-12-31
Hospira	Rocuronium Bromide	product_sales	usd_mm	YEAR	10.320	2013-12-31
Actient Pharmaceuticals	Theo-24	product_sales	usd_mm	YEAR	0.000	2013-12-31
Warner Chilcott	Femring/Menoring	product_sales	usd_mm	YEAR	11.289	2013-12-31
Forest Laboratories	Celexa	product_sales	usd_mm	YEAR	11.400	2013-12-31
Actavis	Diclofenac Sodium DR	product_sales	usd_mm	YEAR	3.422	2013-12-31
Mylan	Octreotide Acetate	product_sales	usd_mm	YEAR	13.362	2013-12-31
Mylan	Voriconazole	product_sales	usd_mm	YEAR	11.603	2013-12-31
Pacira Pharmaceuticals	Exparel	product_sales	usd_mm	YEAR	76.200	2013-12-31
AstraZeneca	Accolate	product_sales	usd_mm	YEAR	13.091	2013-12-31
Hospira	Piperacillin & Tazobactam	product_sales	usd_mm	YEAR	25.975	2013-12-31
Perrigo Company	Famotidine Tablet	product_sales	usd_mm	YEAR	14.400	2013-12-31
Santarus	Cycloset	product_sales	usd_mm	YEAR	17.093	2013-12-31
Lupin	Sertraline	product_sales	usd_mm	YEAR	16.103	2013-12-31
Perrigo Company	Clobetasol Propionate	product_sales	usd_mm	YEAR	15.511	2013-12-31
Ranbaxy Laboratories	Clindamycin	product_sales	usd_mm	YEAR	15.232	2013-12-31
Pfizer	Neumega	product_sales	usd_mm	YEAR	14.250	2013-12-31
AbbVie	Cardizem LA	product_sales	usd_mm	YEAR	14.000	2013-12-31
Merck & Co	Trusopt	product_sales	usd_mm	YEAR	16.000	2013-12-31
Teva Pharmaceutical Industries	Didanosine	product_sales	usd_mm	YEAR	12.000	2013-12-31
Actavis	Zovia	product_sales	usd_mm	YEAR	11.050	2013-12-31
Pfizer	Dilantin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	Aromasin	product_sales	usd_mm	YEAR	12.000	2013-12-31
Valeant Pharmaceuticals International	Kinerase	product_sales	usd_mm	YEAR	14.700	2013-12-31
Human Genome Sciences	ABthrax	product_sales	usd_mm	YEAR	0.000	2013-12-31
Lantheus Holdings	Cardiolite	product_sales	usd_mm	YEAR	8.612	2013-12-31
Aptalis Holdings	Urso	product_sales	usd_mm	YEAR	12.300	2013-12-31
Actavis	Anturol	product_sales	usd_mm	YEAR	19.350	2013-12-31
Hi-Tech Pharmacal	Dorzolamide & Timolol Maleate	product_sales	usd_mm	YEAR	12.441	2013-12-31
Novartis	Veregen	product_sales	usd_mm	YEAR	38.889	2013-12-31
Par Pharmaceutical Companies	Omeprazole/ Sodium Bicarbonate	product_sales	usd_mm	YEAR	12.090	2013-12-31
Par Pharmaceutical Companies	Meclizine hydrochloride	product_sales	usd_mm	YEAR	11.888	2013-12-31
Perrigo Company	Butoconazole Nitrate	product_sales	usd_mm	YEAR	12.600	2013-12-31
Mallinckrodt	Gablofen	product_sales	usd_mm	YEAR	29.203	2013-12-31
Medicis Pharmaceutical	Tambocor	product_sales	usd_mm	YEAR	0.000	2013-12-31
Takeda	AnaMantle	product_sales	usd_mm	YEAR	14.447	2013-12-31
Obagi Medical Products	ELASTIderm Decolletage System	product_sales	usd_mm	YEAR	5.895	2013-12-31
Takeda	Pamine	product_sales	usd_mm	YEAR	14.394	2013-12-31
Perrigo Company	Miconazole-7 Cream	product_sales	usd_mm	YEAR	13.400	2013-12-31
Teva Pharmaceutical Industries	Fentanyl Citrate	product_sales	usd_mm	YEAR	17.000	2013-12-31
Actavis	Norco	product_sales	usd_mm	YEAR	16.000	2013-12-31
Actavis	Fiorinal	product_sales	usd_mm	YEAR	8.000	2013-12-31
Hospira	Deferoxamine	product_sales	usd_mm	YEAR	13.000	2013-12-31
GlaxoSmithKline	Zantac	product_sales	usd_mm	YEAR	10.623	2013-12-31
GlaxoSmithKline	Epivir	product_sales	usd_mm	YEAR	15.645	2013-12-31
Purdue Pharma	Ryzolt	product_sales	usd_mm	YEAR	1.177	2013-12-31
Akorn	TheraTears Nutrition	product_sales	usd_mm	YEAR	24.500	2013-12-31
Eisai	Zonegran	product_sales	usd_mm	YEAR	15.068	2013-12-31
Grifols	Koate-DVI	product_sales	usd_mm	YEAR	13.704	2013-12-31
Mylan	Propranolol Hydrochloride	product_sales	usd_mm	YEAR	9.000	2013-12-31
Teva Pharmaceutical Industries	Budesonide (oral)	product_sales	usd_mm	YEAR	5.000	2013-12-31
Pfizer	Dostinex	product_sales	usd_mm	YEAR	12.500	2013-12-31
Ranbaxy Laboratories	Dispermox	product_sales	usd_mm	YEAR	0.000	2013-12-31
Johnson & Johnson	Ditropan XL	product_sales	usd_mm	YEAR	12.222	2013-12-31
Perrigo Company	Clindamycin Phosphate Foam 1%	product_sales	usd_mm	YEAR	10.700	2013-12-31
ISTA Pharmaceuticals	Istalol	product_sales	usd_mm	YEAR	0.000	2013-12-31
Hospira	Demerol	product_sales	usd_mm	YEAR	12.331	2013-12-31
Actavis	Clarithromycin ER	product_sales	usd_mm	YEAR	4.809	2013-12-31
Valeant Pharmaceuticals International	Efudex/Efudix	product_sales	usd_mm	YEAR	15.500	2013-12-31
Daiichi Sankyo	Tarivid Otic/Floxin Otic	product_sales	usd_mm	YEAR	9.986	2013-12-31
Celgene	Pomalyst	product_sales	usd_mm	YEAR	246.000	2013-12-31
Teva Pharmaceutical Industries	Prefest	product_sales	usd_mm	YEAR	12.000	2013-12-31
Teva Pharmaceutical Industries	Mircette/Kariva	product_sales	usd_mm	YEAR	12.000	2013-12-31
Teva Pharmaceutical Industries	Cenestin	product_sales	usd_mm	YEAR	12.000	2013-12-31
Teva Pharmaceutical Industries	Nordette	product_sales	usd_mm	YEAR	12.000	2013-12-31
Actavis	Necon 7/7/7	product_sales	usd_mm	YEAR	7.650	2013-12-31
Pfizer	Zithromax	product_sales	usd_mm	YEAR	7.000	2013-12-31
Par Pharmaceutical Companies	Nateglinide	product_sales	usd_mm	YEAR	10.000	2013-12-31
GlaxoSmithKline	Ziagen	product_sales	usd_mm	YEAR	0.000	2013-12-31
Akorn	Lidocaine Hydrochloride Jelly	product_sales	usd_mm	YEAR	11.800	2013-12-31
Fougera Pharmaceuticals	Adoxa	product_sales	usd_mm	YEAR	0.000	2013-12-31
Lannett Company	Digoxin Tablets	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Solodyn	product_sales	usd_mm	YEAR	213.733	2013-12-31
Par Pharmaceutical Companies	Divalproex	product_sales	usd_mm	YEAR	46.635	2013-12-31
Novartis	Lotrel	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Lodosyn	product_sales	usd_mm	YEAR	12.900	2013-12-31
Valeant Pharmaceuticals International	Grifulvin V	product_sales	usd_mm	YEAR	3.700	2013-12-31
Valeant Pharmaceuticals International	Xerese	product_sales	usd_mm	YEAR	13.600	2013-12-31
Actavis	Mixed Amphetamine Salts XR	product_sales	usd_mm	YEAR	149.196	2013-12-31
Ranbaxy Laboratories	Cefpodoxime Proxetil	product_sales	usd_mm	YEAR	13.833	2013-12-31
Teva Pharmaceutical Industries	Lessina	product_sales	usd_mm	YEAR	11.000	2013-12-31
Hospira	Irinotecan	product_sales	usd_mm	YEAR	10.000	2013-12-31
Horizon Pharma	Duexis	product_sales	usd_mm	YEAR	59.000	2013-12-31
Par Pharmaceutical Companies	Megestrol Acetate Oral Susp.	product_sales	usd_mm	YEAR	9.884	2013-12-31
Sigma-Tau Group	VSL#3	product_sales	usd_mm	YEAR	11.841	2013-12-31
Mylan	Nifedipine CC	product_sales	usd_mm	YEAR	9.700	2013-12-31
Valeant Pharmaceuticals International	Ertaczo	product_sales	usd_mm	YEAR	10.200	2013-12-31
Valeant Pharmaceuticals International	Renova	product_sales	usd_mm	YEAR	9.200	2013-12-31
Lupin	Amlodipine Besylate & Benazepril Hydrochloride	product_sales	usd_mm	YEAR	8.888	2013-12-31
Somaxon Pharmaceuticals	Silenor	product_sales	usd_mm	YEAR	1.906	2013-12-31
Valeant Pharmaceuticals International	Macugen	product_sales	usd_mm	YEAR	8.100	2013-12-31
Perrigo Company	Ibuprofen PM	product_sales	usd_mm	YEAR	10.300	2013-12-31
Novartis	Bufferin	product_sales	usd_mm	YEAR	10.360	2013-12-31
Teva Pharmaceutical Industries	Ropinirole	product_sales	usd_mm	YEAR	8.991	2013-12-31
Lumara Health	Makena	product_sales	usd_mm	YEAR	8.754	2013-12-31
Teva Pharmaceutical Industries	Alendronate	product_sales	usd_mm	YEAR	10.120	2013-12-31
Bayer	Angeliq	product_sales	usd_mm	YEAR	10.000	2013-12-31
Forest Laboratories	Infasurf	product_sales	usd_mm	YEAR	10.000	2013-12-31
Forest Laboratories	Theochron	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	Albuterol	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	Atenolol	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	Clozapine	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	Lisinopril	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	Tamoxifen Citrate	product_sales	usd_mm	YEAR	10.000	2013-12-31
Mylan	AccuNeb	product_sales	usd_mm	YEAR	10.000	2013-12-31
Teva Pharmaceutical Industries	Cryselle	product_sales	usd_mm	YEAR	10.000	2013-12-31
Teva Pharmaceutical Industries	Enpresse	product_sales	usd_mm	YEAR	10.000	2013-12-31
AstraZeneca	Tenormin	product_sales	usd_mm	YEAR	15.000	2013-12-31
Actavis	BACC	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Condylox	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Cordran	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Tri-Norinyl	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Tramadol	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Cefuroxime Axetil	product_sales	usd_mm	YEAR	10.000	2013-12-31
Actavis	Nitrofurantoin	product_sales	usd_mm	YEAR	2.466	2013-12-31
Actavis	Reclipsen	product_sales	usd_mm	YEAR	8.500	2013-12-31
Actavis	Vestura	product_sales	usd_mm	YEAR	4.264	2013-12-31
Pfizer	Oxecta	product_sales	usd_mm	YEAR	20.000	2013-12-31
IMPAX Laboratories	Minocycline Hydrochloride ER	product_sales	usd_mm	YEAR	0.000	2013-12-31
Hospira	Fluconazole	product_sales	usd_mm	YEAR	9.500	2013-12-31
Depomed	Zipsor	product_sales	usd_mm	YEAR	20.341	2013-12-31
Sigma-Tau Group	Carnitor	product_sales	usd_mm	YEAR	10.611	2013-12-31
Intercell	Ixiaro	product_sales	usd_mm	YEAR	5.548	2013-12-31
Astellas Pharma	Vaprisol	product_sales	usd_mm	YEAR	7.354	2013-12-31
Actavis	Levetiracetam	product_sales	usd_mm	YEAR	14.661	2013-12-31
Pfizer	Menest	product_sales	usd_mm	YEAR	10.039	2013-12-31
Acorda Therapeutics	Zanaflex (capsules)	product_sales	usd_mm	YEAR	0.700	2013-12-31
Recordati	Carbaglu	product_sales	usd_mm	YEAR	9.326	2013-12-31
GlaxoSmithKline	Cervarix	product_sales	usd_mm	YEAR	9.387	2013-12-31
GlaxoSmithKline	Hycamtin	product_sales	usd_mm	YEAR	7.823	2013-12-31
GlaxoSmithKline	Relenza	product_sales	usd_mm	YEAR	9.387	2013-12-31
Meda	Dymista	product_sales	usd_mm	YEAR	62.956	2013-12-31
Medicis Pharmaceutical	MetroGel-Vaginal	product_sales	usd_mm	YEAR	0.000	2013-12-31
Cumberland Pharmaceuticals	Kristalose	product_sales	usd_mm	YEAR	9.118	2013-12-31
Valeant Pharmaceuticals International	Vasotec	product_sales	usd_mm	YEAR	8.000	2013-12-31
Teva Pharmaceutical Industries	Seasonique	product_sales	usd_mm	YEAR	8.441	2013-12-31
AstraZeneca	Ethyol	product_sales	usd_mm	YEAR	8.877	2013-12-31
Novartis	Adoxa	product_sales	usd_mm	YEAR	17.800	2013-12-31
IMPAX Laboratories	Bupropion XL	product_sales	usd_mm	YEAR	8.200	2013-12-31
Mylan	Triamterene/HCTZ	product_sales	usd_mm	YEAR	9.100	2013-12-31
Mylan	Lisinopril & HCTZ	product_sales	usd_mm	YEAR	9.100	2013-12-31
QLT	Visudyne	product_sales	usd_mm	YEAR	0.000	2013-12-31
Fougera Pharmaceuticals	Keralac	product_sales	usd_mm	YEAR	0.000	2013-12-31
Sanofi	Aubagio	product_sales	usd_mm	YEAR	201.920	2013-12-31
Johnson & Johnson	Vivotif/Vivotif L	product_sales	usd_mm	YEAR	9.299	2013-12-31
Bristol-Myers Squibb	Nulojix	product_sales	usd_mm	YEAR	20.000	2013-12-31
Forest Laboratories	Lorcet	product_sales	usd_mm	YEAR	7.295	2013-12-31
Teva Pharmaceutical Industries	Portia	product_sales	usd_mm	YEAR	9.000	2013-12-31
Actavis	Azurette	product_sales	usd_mm	YEAR	11.050	2013-12-31
Par Pharmaceutical Companies	Methimazole	product_sales	usd_mm	YEAR	8.000	2013-12-31
Par Pharmaceutical Companies	Cabergoline	product_sales	usd_mm	YEAR	8.000	2013-12-31
Hospira	Tazicef	product_sales	usd_mm	YEAR	9.000	2013-12-31
Hospira	Clindamycin Phosphate	product_sales	usd_mm	YEAR	4.241	2013-12-31
GlaxoSmithKline	Zofran	product_sales	usd_mm	YEAR	7.492	2013-12-31
Mylan	Amlodipine	product_sales	usd_mm	YEAR	8.000	2013-12-31
Par Pharmaceutical Companies	Amlodipine & Benazepril	product_sales	usd_mm	YEAR	11.172	2013-12-31
Pfizer	Elelyso	product_sales	usd_mm	YEAR	28.000	2013-12-31
Dr. Reddy's Laboratories	Ondansetron	product_sales	usd_mm	YEAR	7.963	2013-12-31
Mylan	Nisoldipine ER	product_sales	usd_mm	YEAR	7.925	2013-12-31
Sagent Pharmaceuticals	Azithromycin	product_sales	usd_mm	YEAR	3.712	2013-12-31
Sigma-Tau Group	DepoCyt	product_sales	usd_mm	YEAR	9.534	2013-12-31
Insys Therapeutics	Subsys	product_sales	usd_mm	YEAR	95.800	2013-12-31
Warner Chilcott	Ovcon/Femcon	product_sales	usd_mm	YEAR	5.590	2013-12-31
Actavis	Ella	product_sales	usd_mm	YEAR	9.400	2013-12-31
Lumara Health	Evamist	product_sales	usd_mm	YEAR	6.850	2013-12-31
Perrigo Company	Levocetirizine Dihydrochloride	product_sales	usd_mm	YEAR	8.664	2013-12-31
Actavis	Dostinex	product_sales	usd_mm	YEAR	7.500	2013-12-31
Teva Pharmaceutical Industries	Minocycline	product_sales	usd_mm	YEAR	6.934	2013-12-31
Bausch + Lomb	Vitrase	product_sales	usd_mm	YEAR	5.973	2013-12-31
Mylan	Diltiazem Hydrochloride ER	product_sales	usd_mm	YEAR	6.668	2013-12-31
Mylan	Divalproex Sodium	product_sales	usd_mm	YEAR	3.711	2013-12-31
Mylan	DuoNeb	product_sales	usd_mm	YEAR	7.500	2013-12-31
Teva Pharmaceutical Industries	Diazepam	product_sales	usd_mm	YEAR	7.000	2013-12-31
Teva Pharmaceutical Industries	Velivet	product_sales	usd_mm	YEAR	8.000	2013-12-31
Teva Pharmaceutical Industries	Diazepam rectal gel	product_sales	usd_mm	YEAR	7.000	2013-12-31
Actavis	MonoNessa	product_sales	usd_mm	YEAR	5.100	2013-12-31
Valeant Pharmaceuticals International	Visudyne	product_sales	usd_mm	YEAR	31.000	2013-12-31
IMPAX Laboratories	Bupropion SR	product_sales	usd_mm	YEAR	6.000	2013-12-31
Warner Chilcott	Sarafem	product_sales	usd_mm	YEAR	4.288	2013-12-31
Hospira	Ondansetron	product_sales	usd_mm	YEAR	12.569	2013-12-31
Sigma-Tau Group	Matulane/Natulan	product_sales	usd_mm	YEAR	7.745	2013-12-31
Sagent Pharmaceuticals	Oxaliplatin	product_sales	usd_mm	YEAR	5.568	2013-12-31
Teva Pharmaceutical Industries	Alfuzosin ER	product_sales	usd_mm	YEAR	4.097	2013-12-31
Valeant Pharmaceuticals International	Diastat	product_sales	usd_mm	YEAR	5.750	2013-12-31
Mylan	Desloratadine	product_sales	usd_mm	YEAR	7.726	2013-12-31
Johnson & Johnson	Razadyne	product_sales	usd_mm	YEAR	6.555	2013-12-31
Mylan	Letrozole	product_sales	usd_mm	YEAR	2.562	2013-12-31
Perrigo Company	Bisacodyl	product_sales	usd_mm	YEAR	5.600	2013-12-31
AngioDynamics	Sotradecol	product_sales	usd_mm	YEAR	7.483	2013-12-31
Hisamitsu Pharmaceutical	Stavzor	product_sales	usd_mm	YEAR	3.506	2013-12-31
The Medicines Company	EP-1101	product_sales	usd_mm	YEAR	11.200	2013-12-31
Sagent Pharmaceuticals	Nafcillin	product_sales	usd_mm	YEAR	3.300	2013-12-31
Actavis	Afeditab CR	product_sales	usd_mm	YEAR	7.050	2013-12-31
Actavis	Omeprazole DR	product_sales	usd_mm	YEAR	4.050	2013-12-31
Teva Pharmaceutical Industries	Galantamine ER	product_sales	usd_mm	YEAR	6.472	2013-12-31
Novartis	Keralac	product_sales	usd_mm	YEAR	7.496	2013-12-31
Orexo	Heliprobe System	product_sales	usd_mm	YEAR	7.493	2013-12-31
Mylan	Latanoprost Ophthalmic	product_sales	usd_mm	YEAR	3.240	2013-12-31
Santarus	Fenoglide	product_sales	usd_mm	YEAR	7.561	2013-12-31
Obagi Medical Products	CLENZIderm M.D.	product_sales	usd_mm	YEAR	3.154	2013-12-31
Actavis	Galantamine	product_sales	usd_mm	YEAR	6.227	2013-12-31
Teva Pharmaceutical Industries	Trexall	product_sales	usd_mm	YEAR	7.000	2013-12-31
Teva Pharmaceutical Industries	Tolterodine Tartrate	product_sales	usd_mm	YEAR	40.000	2013-12-31
Actavis	Jolivette	product_sales	usd_mm	YEAR	7.650	2013-12-31
Actavis	Citalopram	product_sales	usd_mm	YEAR	7.000	2013-12-31
Valeant Pharmaceuticals International	Lacrisert	product_sales	usd_mm	YEAR	8.700	2013-12-31
Hospira	Lorazepam	product_sales	usd_mm	YEAR	9.063	2013-12-31
Actient Pharmaceuticals	Semprex-D	product_sales	usd_mm	YEAR	0.000	2013-12-31
Insys Therapeutics	Dronabinol	product_sales	usd_mm	YEAR	3.500	2013-12-31
Perrigo Company	Ranitidine Hydrochloride	product_sales	usd_mm	YEAR	6.801	2013-12-31
Pfizer	Neosporin	product_sales	usd_mm	YEAR	6.258	2013-12-31
Hospira	Levofloxacin	product_sales	usd_mm	YEAR	6.669	2013-12-31
GlaxoSmithKline	Horizant	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pernix Therapeutics	Aldex DM	product_sales	usd_mm	YEAR	6.487	2013-12-31
Pernix Therapeutics	Z-Cof 8 DM	product_sales	usd_mm	YEAR	7.724	2013-12-31
Mylan	Minocycline Hydrochloride	product_sales	usd_mm	YEAR	5.741	2013-12-31
Actavis	Trospium chloride XR	product_sales	usd_mm	YEAR	13.688	2013-12-31
GlaxoSmithKline	Requip	product_sales	usd_mm	YEAR	10.952	2013-12-31
Teva Pharmaceutical Industries	Losartan	product_sales	usd_mm	YEAR	6.333	2013-12-31
Valeant Pharmaceuticals International	Mysoline	product_sales	usd_mm	YEAR	6.600	2013-12-31
Pernix Therapeutics	Aldex D	product_sales	usd_mm	YEAR	7.565	2013-12-31
ISTA Pharmaceuticals	Vitrase	product_sales	usd_mm	YEAR	0.000	2013-12-31
Lupin	Cefprozil	product_sales	usd_mm	YEAR	6.169	2013-12-31
Actavis	Tilia	product_sales	usd_mm	YEAR	5.100	2013-12-31
Medicis Pharmaceutical	Aldara	product_sales	usd_mm	YEAR	0.000	2013-12-31
Abbott Laboratories	Mavik	product_sales	usd_mm	YEAR	0.000	2013-12-31
Teva Pharmaceutical Industries	Budeprion XL	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Metformin XR	product_sales	usd_mm	YEAR	1.968	2013-12-31
