aedrug_id,Company,Product,metric_type,units,freq,metric_value,metric_key
5913,Novartis,Fanapt,product_sales,usd_mm,YEAR,40.000,2013-12-31
4736,Novartis,Patanase,product_sales,usd_mm,YEAR,35.000,2013-12-31
6156,Bayer,Stivarga,product_sales,usd_mm,YEAR,181.994,2013-12-31
5994,Dyax,Kalbitor,product_sales,usd_mm,YEAR,40.526,2013-12-31
7110,GlaxoSmithKline,Veltin,product_sales,usd_mm,YEAR,57.903,2013-12-31
2816,Novartis,Famvir,product_sales,usd_mm,YEAR,37.371,2013-12-31
3577,Novartis,Arcapta Neohaler,product_sales,usd_mm,YEAR,75.294,2013-12-31
239,Mylan,Metformin & Pioglitazone HCl,product_sales,usd_mm,YEAR,32.829,2013-12-31
7324,Forest Laboratories,Levothroid,product_sales,usd_mm,YEAR,35.000,2013-12-31
2690,Warner Chilcott,Estrace Tablet,product_sales,usd_mm,YEAR,0.000,2013-12-31
2765,Daiichi Sankyo,Evoxac,product_sales,usd_mm,YEAR,31.956,2013-12-31
1165,Lupin,Ziprasidone,product_sales,usd_mm,YEAR,12.579,2013-12-31
2381,Actavis,Zarah,product_sales,usd_mm,YEAR,41.050,2013-12-31
1450,GlaxoSmithKline,Combivir,product_sales,usd_mm,YEAR,54.759,2013-12-31
4158,AstraZeneca,Merrem,product_sales,usd_mm,YEAR,11.000,2013-12-31
3848,Pfizer,Xalatan,product_sales,usd_mm,YEAR,30.000,2013-12-31
2581,Nestlé,Entocort,product_sales,usd_mm,YEAR,20.638,2013-12-31
5458,Actavis,Trelstar,product_sales,usd_mm,YEAR,35.667,2013-12-31
188,Cumberland Pharmaceuticals,Acetadote,product_sales,usd_mm,YEAR,18.847,2013-12-31
490,Dainippon Sumitomo Pharma,Alvesco,product_sales,usd_mm,YEAR,41.943,2013-12-31
6616,AVANIR Pharmaceuticals,Nuedexta,product_sales,usd_mm,YEAR,70.692,2013-12-31
1709,Bayer,Climara,product_sales,usd_mm,YEAR,37.000,2013-12-31
1104,Boehringer Ingelheim,Mirapex,product_sales,usd_mm,YEAR,35.350,2013-12-31
7250,Boehringer Ingelheim,Mirapex ER,product_sales,usd_mm,YEAR,36.200,2013-12-31
39,Dr. Reddy's Laboratories,Tacrolimus,product_sales,usd_mm,YEAR,31.307,2013-12-31
5400,Bristol-Myers Squibb,Symlin,product_sales,usd_mm,YEAR,84.000,2013-12-31
7218,Teva Pharmaceutical Industries,Nifedipine XL,product_sales,usd_mm,YEAR,34.000,2013-12-31
2721,Mallinckrodt,Morphine Sulfate Oral,product_sales,usd_mm,YEAR,38.200,2013-12-31
1450,Teva Pharmaceutical Industries,Lamivudine & Zidovudine,product_sales,usd_mm,YEAR,6.397,2013-12-31
988,Johnson & Johnson,Benadryl,product_sales,usd_mm,YEAR,26.704,2013-12-31
3194,Zogenix,Sumavel DosePro,product_sales,usd_mm,YEAR,31.699,2013-12-31
3150,Hospira,Gemcitabine,product_sales,usd_mm,YEAR,31.675,2013-12-31
23,Johnson & Johnson,Levaquin,product_sales,usd_mm,YEAR,9.183,2013-12-31
4082,Actavis,Dronabinol,product_sales,usd_mm,YEAR,15.000,2013-12-31
1943,Cornerstone Therapeutics,Curosurf,product_sales,usd_mm,YEAR,35.092,2013-12-31
7748,Actavis,Generess Fe,product_sales,usd_mm,YEAR,64.767,2013-12-31
543,Teva Pharmaceutical Industries,Amlodipine & Benazepril,product_sales,usd_mm,YEAR,20.031,2013-12-31
2834,Jazz Pharmaceuticals,FazaClo,product_sales,usd_mm,YEAR,26.755,2013-12-31
1104,Teva Pharmaceutical Industries,Pramipexole,product_sales,usd_mm,YEAR,22.240,2013-12-31
375,Sanofi,Aldurazyme,product_sales,usd_mm,YEAR,38.524,2013-12-31
4975,Dr. Reddy's Laboratories,Finasteride,product_sales,usd_mm,YEAR,30.064,2013-12-31
1031,Bausch + Lomb,Besivance,product_sales,usd_mm,YEAR,25.921,2013-12-31
684,Novartis,Lamisil,product_sales,usd_mm,YEAR,30.974,2013-12-31
7159,Novartis,Lamisil AT,product_sales,usd_mm,YEAR,30.974,2013-12-31
544,Pfizer,Caduet,product_sales,usd_mm,YEAR,23.000,2013-12-31
1953,Pfizer,Depo-Provera,product_sales,usd_mm,YEAR,57.000,2013-12-31
194,Endo International,Endocet,product_sales,usd_mm,YEAR,25.000,2013-12-31
368,Perrigo Company,Imiquimod Cream,product_sales,usd_mm,YEAR,27.853,2013-12-31
6,Mylan,Clopidogrel bisulfate,product_sales,usd_mm,YEAR,9.042,2013-12-31
1180,Johnson & Johnson,Natrecor,product_sales,usd_mm,YEAR,29.278,2013-12-31
5915,Allos Therapeutics,Folotyn,product_sales,usd_mm,YEAR,0.000,2013-12-31
6224,Pfizer,Oral Contraceptive Franchise,product_sales,usd_mm,YEAR,31.000,2013-12-31
544,Mylan,Amlodipine besylate/Atorvastatin calcium,product_sales,usd_mm,YEAR,16.453,2013-12-31
4609,Eli Lilly,Symbyax,product_sales,usd_mm,YEAR,5.400,2013-12-31
3185,Actavis (pre Watson Pharmaceuticals),Oxycodone,product_sales,usd_mm,YEAR,0.000,2013-12-31
423,Teva Pharmaceutical Industries,Fexofenadine-Pseudoephedrine ER,product_sales,usd_mm,YEAR,28.492,2013-12-31
1367,Merck & Co,Cancidas,product_sales,usd_mm,YEAR,31.000,2013-12-31
3593,Actavis,INFeD,product_sales,usd_mm,YEAR,32.825,2013-12-31
685,Hospira,Ceftriaxone,product_sales,usd_mm,YEAR,32.600,2013-12-31
3097,Teva Pharmaceutical Industries,Gabitril,product_sales,usd_mm,YEAR,28.400,2013-12-31
7213,Actavis,Diltiazem Hydrochloride ER,product_sales,usd_mm,YEAR,34.441,2013-12-31
2003,Pfizer,Cytomel,product_sales,usd_mm,YEAR,28.890,2013-12-31
5719,Medicis Pharmaceutical,Vanos,product_sales,usd_mm,YEAR,0.000,2013-12-31
23,Teva Pharmaceutical Industries,Levofloxacin Tablets/Injection,product_sales,usd_mm,YEAR,15.088,2013-12-31
225,Teva Pharmaceutical Industries,Nifedipine CC,product_sales,usd_mm,YEAR,29.600,2013-12-31
2414,Mallinckrodt,Fentanyl Transdermal System Patch,product_sales,usd_mm,YEAR,37.700,2013-12-31
4975,Mylan,Finasteride,product_sales,usd_mm,YEAR,29.400,2013-12-31
7580,Actavis,Amethia,product_sales,usd_mm,YEAR,32.022,2013-12-31
7031,Roche,Erivedge,product_sales,usd_mm,YEAR,71.244,2013-12-31
313,Perrigo Company,Lansoprazole,product_sales,usd_mm,YEAR,46.192,2013-12-31
5954,Sanofi,Zaltrap,product_sales,usd_mm,YEAR,47.823,2013-12-31
422,Dr. Reddy's Laboratories,Fexofenadine,product_sales,usd_mm,YEAR,43.851,2013-12-31
6703,Perrigo Company,Triamcinolone,product_sales,usd_mm,YEAR,27.767,2013-12-31
320,BioMarin Pharmaceutical,Naglazyme,product_sales,usd_mm,YEAR,31.225,2013-12-31
6865,Endo International,Fortesta,product_sales,usd_mm,YEAR,65.860,2013-12-31
645,Merck & Co,Anzemet,product_sales,usd_mm,YEAR,30.560,2013-12-31
3517,Spectrum Pharmaceuticals,Zevalin,product_sales,usd_mm,YEAR,29.400,2013-12-31
7315,Bausch + Lomb,Alrex,product_sales,usd_mm,YEAR,17.960,2013-12-31
1842,Teva Pharmaceutical Industries,Pantoprazole,product_sales,usd_mm,YEAR,27.997,2013-12-31
7433,Lantheus Holdings,Xenon Xe-133 Gas,product_sales,usd_mm,YEAR,32.086,2013-12-31
4900,Merck & Co,Precose,product_sales,usd_mm,YEAR,30.000,2013-12-31
45,Teva Pharmaceutical Industries,Gabapentin,product_sales,usd_mm,YEAR,25.000,2013-12-31
6556,Teva Pharmaceutical Industries,Aviane,product_sales,usd_mm,YEAR,30.000,2013-12-31
679,AstraZeneca,Prilosec,product_sales,usd_mm,YEAR,30.000,2013-12-31
1977,Actavis,Cyclobenzaprine,product_sales,usd_mm,YEAR,30.000,2013-12-31
801,Valeant Pharmaceuticals International,Ativan,product_sales,usd_mm,YEAR,28.300,2013-12-31
4346,Hospira,Multi-Vitamin Infusion (MVI),product_sales,usd_mm,YEAR,32.000,2013-12-31
2255,Valeant Pharmaceuticals International,Migranal,product_sales,usd_mm,YEAR,18.500,2013-12-31
4434,Novartis,Starlix,product_sales,usd_mm,YEAR,30.000,2013-12-31
5543,Bausch + Lomb,Tobramycin & Dexamethasone,product_sales,usd_mm,YEAR,14.454,2013-12-31
5753,Hospira,Midazolam,product_sales,usd_mm,YEAR,29.192,2013-12-31
3859,Novartis,Tyzeka,product_sales,usd_mm,YEAR,0.000,2013-12-31
5079,Salix Pharmaceuticals,Relistor,product_sales,usd_mm,YEAR,35.000,2013-12-31
3945,Hikma Pharmaceuticals,Lisinopril,product_sales,usd_mm,YEAR,25.659,2013-12-31
1929,Actavis,Crinone,product_sales,usd_mm,YEAR,34.550,2013-12-31
1357,Teva Pharmaceutical Industries,Camila,product_sales,usd_mm,YEAR,29.000,2013-12-31
559,GlaxoSmithKline,Amoxil,product_sales,usd_mm,YEAR,28.620,2013-12-31
5115,Bausch + Lomb,Retisert,product_sales,usd_mm,YEAR,18.049,2013-12-31
3556,Dr. Reddy's Laboratories,Sumatriptan succinate,product_sales,usd_mm,YEAR,23.952,2013-12-31
1170,Teva Pharmaceutical Industries,Lawarin/Warfarin,product_sales,usd_mm,YEAR,26.900,2013-12-31
1170,Teva Pharmaceutical Industries,Warfarin Sodium,product_sales,usd_mm,YEAR,26.900,2013-12-31
4001,UCB,Lortab,product_sales,usd_mm,YEAR,29.225,2013-12-31
4082,Par Pharmaceutical Companies,Dronabinol,product_sales,usd_mm,YEAR,26.018,2013-12-31
1420,EKR Therapeutics,Cardene IV,product_sales,usd_mm,YEAR,0.000,2013-12-31
2533,Mylan,Emsam,product_sales,usd_mm,YEAR,29.500,2013-12-31
785,Meda,Astelin,product_sales,usd_mm,YEAR,27.993,2013-12-31
46,Cangene,BAT,product_sales,usd_mm,YEAR,34.736,2013-12-31
1912,Merck & Co,Cozaar,product_sales,usd_mm,YEAR,35.000,2013-12-31
5413,Merck & Co,Fosamax,product_sales,usd_mm,YEAR,20.000,2013-12-31
7767,Actavis,Quasense,product_sales,usd_mm,YEAR,13.600,2013-12-31
7226,Allergan,Sanctura XR,product_sales,usd_mm,YEAR,0.500,2013-12-31
291,Abbott Laboratories,Advicor,product_sales,usd_mm,YEAR,0.000,2013-12-31
6220,Endo International,Valstar,product_sales,usd_mm,YEAR,23.657,2013-12-31
7152,Ranbaxy Laboratories,Sotret,product_sales,usd_mm,YEAR,32.438,2013-12-31
4421,Sanofi,Nasacort,product_sales,usd_mm,YEAR,0.000,2013-12-31
3193,Merck & Co,Zocor,product_sales,usd_mm,YEAR,24.000,2013-12-31
3928,Teva Pharmaceutical Industries,Pravastatin Tablets,product_sales,usd_mm,YEAR,24.000,2013-12-31
3193,Teva Pharmaceutical Industries,Simvastatin,product_sales,usd_mm,YEAR,24.000,2013-12-31
5770,Valeant Pharmaceuticals International,Virazole/Virazide/Vilona,product_sales,usd_mm,YEAR,33.000,2013-12-31
2721,Endo International,Morphine Sulphate ER,product_sales,usd_mm,YEAR,20.000,2013-12-31
235,Mallinckrodt,Oral Transmucosal Fentanyl Citrate,product_sales,usd_mm,YEAR,17.200,2013-12-31
1553,Merck KGaA,Cetrotide,product_sales,usd_mm,YEAR,28.694,2013-12-31
1428,Meda,Soma,product_sales,usd_mm,YEAR,28.561,2013-12-31
3576,Ipsen,Increlex,product_sales,usd_mm,YEAR,11.234,2013-12-31
7149,Perrigo Company,Tretinoin Cream,product_sales,usd_mm,YEAR,26.351,2013-12-31
4921,Jazz Pharmaceuticals,Prialt,product_sales,usd_mm,YEAR,27.103,2013-12-31
7203,Actavis,Low-Ogestrel,product_sales,usd_mm,YEAR,22.100,2013-12-31
2736,Hospira,Amidate,product_sales,usd_mm,YEAR,5.046,2013-12-31
89,Teva Pharmaceutical Industries,Donepezil Hydrochloride,product_sales,usd_mm,YEAR,23.169,2013-12-31
2433,Ranbaxy Laboratories,Minocycline,product_sales,usd_mm,YEAR,30.426,2013-12-31
2,Sanofi,Uroxatral,product_sales,usd_mm,YEAR,3.985,2013-12-31
7085,Actelion,Veletri,product_sales,usd_mm,YEAR,39.940,2013-12-31
7200,Actavis,Necon,product_sales,usd_mm,YEAR,22.100,2013-12-31
5716,AstraZeneca,Caprelsa,product_sales,usd_mm,YEAR,24.000,2013-12-31
5918,Allergan,Ozurdex,product_sales,usd_mm,YEAR,32.367,2013-12-31
3244,Actavis,Glipizide ER,product_sales,usd_mm,YEAR,21.584,2013-12-31
5899,Bausch + Lomb,Zylet,product_sales,usd_mm,YEAR,16.723,2013-12-31
1,Perrigo Company,Desloratadine tablets,product_sales,usd_mm,YEAR,34.795,2013-12-31
2251,Mylan,Digitek,product_sales,usd_mm,YEAR,25.000,2013-12-31
8449,Novartis,Flucelvax/OptaFlu,product_sales,usd_mm,YEAR,40.000,2013-12-31
1306,Teva Pharmaceutical Industries,Carboplatin Injection,product_sales,usd_mm,YEAR,20.000,2013-12-31
2224,Teva Pharmaceutical Industries,Diamox Sequels,product_sales,usd_mm,YEAR,25.000,2013-12-31
8439,Teva Pharmaceutical Industries,TriLegest Fe,product_sales,usd_mm,YEAR,20.000,2013-12-31
3179,AstraZeneca,Vimovo,product_sales,usd_mm,YEAR,20.000,2013-12-31
2721,Actavis,Morphine QD,product_sales,usd_mm,YEAR,25.000,2013-12-31
7580,Actavis,Amethia,product_sales,usd_mm,YEAR,30.000,2013-12-31
4661,Valeant Pharmaceuticals International,Timoptic,product_sales,usd_mm,YEAR,23.500,2013-12-31
2430,Hospira,Fentanyl,product_sales,usd_mm,YEAR,25.813,2013-12-31
2474,Actient Pharmaceuticals,Edex,product_sales,usd_mm,YEAR,0.000,2013-12-31
239,Teva Pharmaceutical Industries,Metformin & Pioglitazone,product_sales,usd_mm,YEAR,16.656,2013-12-31
3902,Valeant Pharmaceuticals International,Librax,product_sales,usd_mm,YEAR,17.000,2013-12-31
29,Hospira,Oxaliplatin,product_sales,usd_mm,YEAR,28.585,2013-12-31
1420,Cornerstone Therapeutics,Cardene IV,product_sales,usd_mm,YEAR,72.574,2013-12-31
7309,Par Pharmaceutical Companies,Nascobal,product_sales,usd_mm,YEAR,26.864,2013-12-31
5543,Novartis,TobraDex ST,product_sales,usd_mm,YEAR,32.200,2013-12-31
678,Teva Pharmaceutical Industries,Metformin,product_sales,usd_mm,YEAR,23.400,2013-12-31
5787,Hospira,Vitamin K1,product_sales,usd_mm,YEAR,19.854,2013-12-31
5628,Actavis,Trivora,product_sales,usd_mm,YEAR,20.400,2013-12-31
8468,Actavis,Nulecit,product_sales,usd_mm,YEAR,22.650,2013-12-31
29,Teva Pharmaceutical Industries,Oxaliplatin,product_sales,usd_mm,YEAR,25.642,2013-12-31
40,Actavis,Vancomycin Hydrochloride,product_sales,usd_mm,YEAR,22.367,2013-12-31
483,Mylan,Lovastatin,product_sales,usd_mm,YEAR,21.900,2013-12-31
5304,Fougera Pharmaceuticals,Solaraze,product_sales,usd_mm,YEAR,0.000,2013-12-31
497,Par Pharmaceutical Companies,Zolpidem Tartrate ER,product_sales,usd_mm,YEAR,19.200,2013-12-31
556,Teva Pharmaceutical Industries,Amox/Clav Tablets & Suspension,product_sales,usd_mm,YEAR,23.000,2013-12-31
3280,AstraZeneca,Zoladex,product_sales,usd_mm,YEAR,23.000,2013-12-31
7121,Valeant Pharmaceuticals International,Atralin,product_sales,usd_mm,YEAR,25.000,2013-12-31
1101,GlaxoSmithKline,Zeffix,product_sales,usd_mm,YEAR,20.339,2013-12-31
5181,GlaxoSmithKline,Requip XL 24-Hour,product_sales,usd_mm,YEAR,0.000,2013-12-31
7756,Forest Laboratories,Linzess,product_sales,usd_mm,YEAR,175.044,2013-12-31
1403,Shire,Carbatrol,product_sales,usd_mm,YEAR,21.000,2013-12-31
23,Sagent Pharmaceuticals,Levofloxacin,product_sales,usd_mm,YEAR,32.650,2013-12-31
7483,Perrigo Company,Guaifenesin,product_sales,usd_mm,YEAR,47.507,2013-12-31
1273,Teva Pharmaceutical Industries,Bupropion,product_sales,usd_mm,YEAR,20.000,2013-12-31
7657,Forest Laboratories,Tudorza Pressair,product_sales,usd_mm,YEAR,78.305,2013-12-31
4614,Dainippon Sumitomo Pharma,Omnaris AQ Nasal Spray,product_sales,usd_mm,YEAR,20.971,2013-12-31
6317,Merck KGaA,Egrifta,product_sales,usd_mm,YEAR,35.901,2013-12-31
7243,Par Pharmaceutical Companies,Tramadol ER,product_sales,usd_mm,YEAR,18.580,2013-12-31
7249,Mylan,Carbidopa & Levodopa ER,product_sales,usd_mm,YEAR,20.500,2013-12-31
1328,Galderma,Silkis,product_sales,usd_mm,YEAR,10.300,2013-12-31
2113,Perrigo Company,Dextromethorphan Polistirex ER,product_sales,usd_mm,YEAR,31.550,2013-12-31
5811,Mylan,Bupropion Hydrochloride XR,product_sales,usd_mm,YEAR,20.300,2013-12-31
1776,ProPhase Labs,Cold-EEZE,product_sales,usd_mm,YEAR,25.032,2013-12-31
3147,Actavis,Gelnique,product_sales,usd_mm,YEAR,18.250,2013-12-31
2934,GlaxoSmithKline,Flixonase/Flonase,product_sales,usd_mm,YEAR,10.952,2013-12-31
5907,Bausch + Lomb,Bepreve,product_sales,usd_mm,YEAR,34.880,2013-12-31
2848,Novartis,Femara,product_sales,usd_mm,YEAR,19.000,2013-12-31
7201,Actavis,Levora,product_sales,usd_mm,YEAR,20.400,2013-12-31
3018,Baxter International,Forane,product_sales,usd_mm,YEAR,23.139,2013-12-31
7212,Teva Pharmaceutical Industries,Diltiazem CD,product_sales,usd_mm,YEAR,20.500,2013-12-31
1647,Actavis,Nicotine polacrilex gum,product_sales,usd_mm,YEAR,31.500,2013-12-31
7212,Actavis (pre Watson Pharmaceuticals),Diltiazem CD,product_sales,usd_mm,YEAR,0.000,2013-12-31
4088,Medicis Pharmaceutical,Maxair,product_sales,usd_mm,YEAR,0.000,2013-12-31
6492,Medicis Pharmaceutical,Minitran,product_sales,usd_mm,YEAR,0.000,2013-12-31
2500,Allergan,Elestat,product_sales,usd_mm,YEAR,15.924,2013-12-31
483,Actavis (pre Watson Pharmaceuticals),Lovastatin,product_sales,usd_mm,YEAR,0.000,2013-12-31
1486,GlaxoSmithKline,Ceftin,product_sales,usd_mm,YEAR,20.459,2013-12-31
3553,Merck & Co,Primaxin,product_sales,usd_mm,YEAR,18.000,2013-12-31
588,AstraZeneca,Arimidex,product_sales,usd_mm,YEAR,6.000,2013-12-31
7837,Actavis,Next Choice OTC,product_sales,usd_mm,YEAR,22.050,2013-12-31
2932,Boehringer Ingelheim,Flomax,product_sales,usd_mm,YEAR,17.400,2013-12-31
3928,Bristol-Myers Squibb,Pravachol,product_sales,usd_mm,YEAR,20.000,2013-12-31
5915,Spectrum Pharmaceuticals,Folotyn,product_sales,usd_mm,YEAR,44.400,2013-12-31
4946,Actavis,Progesterone,product_sales,usd_mm,YEAR,4.080,2013-12-31
3713,Johnson & Johnson,Sporanox,product_sales,usd_mm,YEAR,19.213,2013-12-31
3015,Novartis,Foradil,product_sales,usd_mm,YEAR,17.880,2013-12-31
717,Regeneron Pharmaceuticals,Arcalyst,product_sales,usd_mm,YEAR,17.000,2013-12-31
164,Forest Laboratories,Campral,product_sales,usd_mm,YEAR,15.667,2013-12-31
4656,Johnson & Johnson,Orthoclone OKT-3,product_sales,usd_mm,YEAR,20.000,2013-12-31
1289,Mylan,Buspirone hydrochloride,product_sales,usd_mm,YEAR,20.000,2013-12-31
721,Teva Pharmaceutical Industries,Sertraline,product_sales,usd_mm,YEAR,20.000,2013-12-31
194,Actavis,Oxycodone & Acetaminophen,product_sales,usd_mm,YEAR,31.000,2013-12-31
2073,Actavis,Desmopressin acetate,product_sales,usd_mm,YEAR,15.000,2013-12-31
7215,Pfizer,Covera-HS,product_sales,usd_mm,YEAR,0.000,2013-12-31
478,Pfizer,Altace,product_sales,usd_mm,YEAR,15.000,2013-12-31
3150,Teva Pharmaceutical Industries,Gemcitabine Hydrochloride,product_sales,usd_mm,YEAR,18.274,2013-12-31
46,Hospira,Biotax,product_sales,usd_mm,YEAR,19.315,2013-12-31
2816,Teva Pharmaceutical Industries,Famciclovir,product_sales,usd_mm,YEAR,7.206,2013-12-31
255,Sigma-Tau Group,Adagen,product_sales,usd_mm,YEAR,21.376,2013-12-31
1443,Mylan,Clonidine Hydrochloride,product_sales,usd_mm,YEAR,17.500,2013-12-31
7084,Astellas Pharma,Myrbetriq,product_sales,usd_mm,YEAR,144.802,2013-12-31
3031,GlaxoSmithKline,Fortum/Fortaz,product_sales,usd_mm,YEAR,19.080,2013-12-31
2816,Actavis,Famciclovir,product_sales,usd_mm,YEAR,1.521,2013-12-31
4474,UCB,Neupro,product_sales,usd_mm,YEAR,53.137,2013-12-31
5304,Novartis,Solaraze,product_sales,usd_mm,YEAR,52.400,2013-12-31
2859,Lupin,Fenofibrate Tablets,product_sales,usd_mm,YEAR,25.158,2013-12-31
6645,AstraZeneca,Brilinta,product_sales,usd_mm,YEAR,73.000,2013-12-31
235,Par Pharmaceutical Companies,Fentanyl Citrate Lozenges,product_sales,usd_mm,YEAR,20.800,2013-12-31
856,Sagent Pharmaceuticals,Cefepime,product_sales,usd_mm,YEAR,15.400,2013-12-31
722,Teva Pharmaceutical Industries,Trisenox,product_sales,usd_mm,YEAR,18.900,2013-12-31
1182,Johnson & Johnson,Risperdal,product_sales,usd_mm,YEAR,16.448,2013-12-31
3783,Kyowa Hakko Kirin,Sancuso,product_sales,usd_mm,YEAR,21.017,2013-12-31
2444,Ipsen,Dysport,product_sales,usd_mm,YEAR,28.277,2013-12-31
6634,Obagi Medical Products,Obagi-C Rx System,product_sales,usd_mm,YEAR,8.446,2013-12-31
3890,Sanofi,Xyzal,product_sales,usd_mm,YEAR,18.562,2013-12-31
2536,Gilead Sciences,Emtriva,product_sales,usd_mm,YEAR,19.948,2013-12-31
1182,Teva Pharmaceutical Industries,Risperidone,product_sales,usd_mm,YEAR,15.310,2013-12-31
1282,Medicis Pharmaceutical,Buphenyl,product_sales,usd_mm,YEAR,0.000,2013-12-31
5029,Actavis (pre Watson Pharmaceuticals),Quinaretic,product_sales,usd_mm,YEAR,0.000,2013-12-31
439,Roche,Xenical,product_sales,usd_mm,YEAR,0.000,2013-12-31
1227,Baxter International,Brevibloc,product_sales,usd_mm,YEAR,19.193,2013-12-31
3193,Dr. Reddy's Laboratories,Simvastatin,product_sales,usd_mm,YEAR,16.313,2013-12-31
3342,Mylan,Hydrochlorothiazide,product_sales,usd_mm,YEAR,17.900,2013-12-31
4386,Teva Pharmaceutical Industries,Nabumetone,product_sales,usd_mm,YEAR,17.200,2013-12-31
3150,Eli Lilly,Gemzar,product_sales,usd_mm,YEAR,0.300,2013-12-31
79,Mylan,Nitrek/Nitroglycerin transderm,product_sales,usd_mm,YEAR,16.200,2013-12-31
1074,Teva Pharmaceutical Industries,Zebeta,product_sales,usd_mm,YEAR,18.000,2013-12-31
2509,Pfizer,Ellence,product_sales,usd_mm,YEAR,16.000,2013-12-31
4162,Valeant Pharmaceuticals International,Mestinon,product_sales,usd_mm,YEAR,17.800,2013-12-31
5721,Endo International,Vantas,product_sales,usd_mm,YEAR,13.241,2013-12-31
2570,Roche,Fuzeon,product_sales,usd_mm,YEAR,13.159,2013-12-31
2130,Dr. Reddy's Laboratories,Divalproex,product_sales,usd_mm,YEAR,40.103,2013-12-31
6895,Depomed,Gralise,product_sales,usd_mm,YEAR,36.188,2013-12-31
5749,Fougera Pharmaceuticals,Veregen,product_sales,usd_mm,YEAR,0.000,2013-12-31
3556,Teva Pharmaceutical Industries,Sumatriptan,product_sales,usd_mm,YEAR,14.654,2013-12-31
4560,Teva Pharmaceutical Industries,Nortrel 7/7/7,product_sales,usd_mm,YEAR,17.000,2013-12-31
1306,Hospira,Carboplatin,product_sales,usd_mm,YEAR,21.294,2013-12-31
5070,Perrigo Company,Minoxidil,product_sales,usd_mm,YEAR,16.613,2013-12-31
345,Sun Pharmaceutical Industries,Levulan Kerastick Topical,product_sales,usd_mm,YEAR,61.051,2013-12-31
7791,BTG,Voraxaze,product_sales,usd_mm,YEAR,19.084,2013-12-31
5907,ISTA Pharmaceuticals,Bepreve,product_sales,usd_mm,YEAR,0.000,2013-12-31
664,Actavis,Taztia XT,product_sales,usd_mm,YEAR,15.643,2013-12-31
662,Mylan,Carvedilol,product_sales,usd_mm,YEAR,17.977,2013-12-31
1105,Aptalis Holdings,Pylera,product_sales,usd_mm,YEAR,21.300,2013-12-31
1727,Roche,Rivotril/Klonopin,product_sales,usd_mm,YEAR,16.251,2013-12-31
3084,Mylan,Furosemide,product_sales,usd_mm,YEAR,16.300,2013-12-31
154,Sigma-Tau Group,Abelcet,product_sales,usd_mm,YEAR,17.685,2013-12-31
3666,Bayer,Ultravist,product_sales,usd_mm,YEAR,16.774,2013-12-31
1615,Par Pharmaceutical Companies,Questran/Questran Light,product_sales,usd_mm,YEAR,16.422,2013-12-31
6649,Savient Pharmaceuticals,Krystexxa,product_sales,usd_mm,YEAR,25.700,2013-12-31
686,Bausch + Lomb,Istalol,product_sales,usd_mm,YEAR,17.739,2013-12-31
1185,Teva Pharmaceutical Industries,Topiramate,product_sales,usd_mm,YEAR,16.200,2013-12-31
4692,Actavis,Oxytrol,product_sales,usd_mm,YEAR,9.800,2013-12-31
3608,Teva Pharmaceutical Industries,Montelukast Sodium,product_sales,usd_mm,YEAR,28.933,2013-12-31
263,Actavis,Mixed Amphetamine Salts IR,product_sales,usd_mm,YEAR,207.900,2013-12-31
678,Bristol-Myers Squibb,Glucophage XR,product_sales,usd_mm,YEAR,0.000,2013-12-31
106,Mylan,Midodrine Hydrochloride,product_sales,usd_mm,YEAR,17.000,2013-12-31
7584,Actavis,Lutera,product_sales,usd_mm,YEAR,18.700,2013-12-31
7466,Akorn,Afluria,product_sales,usd_mm,YEAR,18.633,2013-12-31
247,Hospira,Ketorolac tromethamine,product_sales,usd_mm,YEAR,15.662,2013-12-31
3169,Purdue Pharma,MS Contin,product_sales,usd_mm,YEAR,15.850,2013-12-31
664,Actavis,Cartia XT,product_sales,usd_mm,YEAR,10.786,2013-12-31
247,Allergan,Acular,product_sales,usd_mm,YEAR,12.162,2013-12-31
2665,Akorn,Erythromycin Ointment,product_sales,usd_mm,YEAR,14.000,2013-12-31
3608,Mylan,Montelukast Sodium,product_sales,usd_mm,YEAR,17.751,2013-12-31
1675,Perrigo Company,Loratadine & Pseudoephedrine,product_sales,usd_mm,YEAR,19.065,2013-12-31
2805,Mylan,Olanzapine,product_sales,usd_mm,YEAR,6.123,2013-12-31
1486,Ranbaxy Laboratories,Cefuroxime Axetil,product_sales,usd_mm,YEAR,17.793,2013-12-31
915,Salix Pharmaceuticals,Colazal,product_sales,usd_mm,YEAR,0.288,2013-12-31
677,Lupin,Hydrochlorothiazide/Lisinopril,product_sales,usd_mm,YEAR,15.623,2013-12-31
2815,Mylan,Famotidine,product_sales,usd_mm,YEAR,15.000,2013-12-31
678,Mylan,Metformin,product_sales,usd_mm,YEAR,15.000,2013-12-31
644,Mylan,Paclitaxel,product_sales,usd_mm,YEAR,15.000,2013-12-31
1182,Mylan,Risperidone,product_sales,usd_mm,YEAR,15.000,2013-12-31
915,Mylan,Balsalazide,product_sales,usd_mm,YEAR,15.000,2013-12-31
662,Teva Pharmaceutical Industries,Carvedilol,product_sales,usd_mm,YEAR,15.000,2013-12-31
4975,Teva Pharmaceutical Industries,Finasteride,product_sales,usd_mm,YEAR,15.000,2013-12-31
7793,Teva Pharmaceutical Industries,Sprintec,product_sales,usd_mm,YEAR,10.000,2013-12-31
